ID1,QHCLUSTER,QHNUMBER,QHHOME,PS104_1A,PS104_1M,PS104_1S,PS5,HVIDX,HHID
2023,7,68,1,2,3,2,1,1,      000706801
2023,8,159,1,2,4,2,1,2,      000815901
2023,23,59,1,0,6,2,1,2,      002305901
2023,34,100,1,0,1,2,1,2,      003410001
2023,38,1,1,1,1,1,1,1,      003800101
2023,38,1,1,1,1,1,2,2,      003800101
2023,38,1,1,1,1,1,3,3,      003800101
2023,38,1,1,1,1,1,4,4,      003800101
2023,38,1,1,1,1,2,5,5,      003800101
2023,38,5,1,98,98,2,1,1,      003800501
2023,38,11,1,1,0,1,1,1,      003801101
2023,38,11,1,1,0,1,2,2,      003801101
2023,38,11,1,1,0,2,3,3,      003801101
2023,38,120,1,2,0,1,1,1,      003812001
2023,38,120,1,2,0,1,2,2,      003812001
2023,38,120,1,2,0,2,3,3,      003812001
2023,38,125,1,10,0,1,1,2,      003812501
2023,38,125,1,10,0,1,2,3,      003812501
2023,38,125,1,7,0,2,3,4,      003812501
2023,42,111,1,7,2,2,1,1,      004211101
2023,45,47,1,10,0,2,1,2,      004504701
2023,45,50,1,19,0,2,1,2,      004505001
2023,53,15,1,1,0,2,1,2,      005301501
2023,53,17,1,2,0,2,1,2,      005301701
2023,53,62,1,3,0,2,1,2,      005306201
2023,53,63,1,3,0,2,1,2,      005306301
2023,100,74,1,2,0,2,1,2,      010007401
2023,100,82,1,1,0,2,1,2,      010008201
2023,103,89,1,2,0,2,1,2,      010308901
2023,143,10,1,2,6,2,1,2,      014301001
2023,143,87,1,0,5,2,1,2,      014308701
2023,146,98,1,1,0,2,1,2,      014609801
2023,146,100,1,1,0,2,1,2,      014610001
2023,146,109,1,2,0,2,1,2,      014610901
2023,146,115,1,4,0,1,1,4,      014611501
2023,146,115,1,4,0,2,2,5,      014611501
2023,147,52,1,2,0,2,1,2,      014705201
2023,147,66,1,5,0,2,1,2,      014706601
2023,147,75,1,10,0,2,1,2,      014707501
2023,147,76,1,1,0,2,1,2,      014707601
2023,147,79,1,0,1,2,1,1,      014707901
2023,152,8,1,6,0,2,1,1,      015200801
2023,152,9,1,14,0,2,1,2,      015200901
2023,152,20,1,19,0,2,1,1,      015202001
2023,152,22,1,19,0,2,1,1,      015202201
2023,152,24,1,8,0,2,1,2,      015202401
2023,152,59,1,1,0,2,1,1,      015205901
2023,152,61,1,0,2,2,1,2,      015206101
2023,152,63,1,1,0,2,1,2,      015206301
2023,157,39,1,3,0,2,1,2,      015703901
2023,157,40,1,5,0,2,1,2,      015704001
2023,157,42,1,5,0,2,1,2,      015704201
2023,157,61,1,0,6,2,1,1,      015706101
2023,157,123,1,0,2,2,1,2,      015712301
2023,167,38,1,8,6,2,1,2,      016703801
2023,167,43,1,6,3,2,1,2,      016704301
2023,167,108,1,1,0,2,1,2,      016710801
2023,215,10,1,0,8,2,1,1,      021501001
2023,226,44,1,10,0,2,1,1,      022604401
2023,226,75,1,10,2,2,1,1,      022607501
2023,244,26,1,0,2,2,1,2,      024402601
2023,245,80,1,1,0,2,1,2,      024508001
2023,258,58,1,0,11,2,1,2,      025805801
2023,269,64,1,0,1,2,1,1,      026906401
2023,273,82,1,0,4,2,1,4,      027308201
2023,273,85,1,1,98,2,1,2,      027308501
2023,281,21,1,2,0,2,1,2,      028102101
2023,294,66,1,2,0,2,1,2,      029406601
2023,294,71,1,0,1,2,1,2,      029407101
2023,294,111,1,19,0,2,1,2,      029411101
2023,317,88,1,0,2,2,1,2,      031708801
2023,318,105,1,1,0,2,1,1,      031810501
2023,324,116,1,10,3,2,1,2,      032411601
2023,335,17,1,2,0,2,1,1,      033501701
2023,335,20,1,10,4,2,1,1,      033502001
2023,335,26,1,5,2,2,1,1,      033502601
2023,335,27,1,0,4,2,1,2,      033502701
2023,335,28,1,0,8,2,1,2,      033502801
2023,335,29,1,1,1,2,1,2,      033502901
2023,335,32,1,2,0,2,1,2,      033503201
2023,335,83,1,0,3,2,1,1,      033508301
2023,336,34,1,1,1,2,1,2,      033603401
2023,336,37,1,1,0,2,1,1,      033603701
2023,336,38,1,0,8,2,1,2,      033603801
2023,336,109,1,0,2,2,1,2,      033610901
2023,336,112,1,6,1,1,1,2,      033611201
2023,336,112,1,6,1,1,2,4,      033611201
2023,336,112,1,6,1,2,3,5,      033611201
2023,337,52,1,2,4,2,1,2,      033705201
2023,337,60,1,15,8,2,1,2,      033706001
2023,337,61,1,5,0,2,1,2,      033706101
2023,337,79,1,1,6,2,1,2,      033707901
2023,337,84,1,12,4,2,1,2,      033708401
2023,337,85,1,10,0,2,1,2,      033708501
2023,340,120,1,19,11,2,1,1,      034012001
2023,340,123,1,2,3,1,1,1,      034012301
2023,340,123,1,1,4,2,2,4,      034012301
2023,354,81,1,1,0,1,1,7,      035408101
2023,354,81,1,1,0,1,2,8,      035408101
2023,354,81,1,1,0,1,3,9,      035408101
2023,354,81,1,0,4,2,4,10,      035408101
2023,368,70,1,0,6,1,1,1,      036807001
2023,368,70,1,0,6,1,2,2,      036807001
2023,368,70,1,0,6,2,3,3,      036807001
2023,382,54,1,2,0,1,1,1,      038205401
2023,382,54,1,2,0,1,2,3,      038205401
2023,382,54,1,2,0,2,3,7,      038205401
2023,444,186,1,19,5,2,1,2,      044418601
2023,455,74,1,0,2,2,1,3,      045507401
2023,474,91,1,1,6,2,1,2,      047409101
2023,474,137,1,4,0,2,1,1,      047413701
2023,480,13,1,98,98,2,1,1,      048001301
2023,480,38,1,1,0,2,1,2,      048003801
2023,501,7,1,19,11,2,1,2,      050100701
2023,501,9,1,19,11,2,1,2,      050100901
2023,501,13,1,19,11,2,1,2,      050101301
2023,501,14,1,7,5,2,1,1,      050101401
2023,501,28,1,13,0,2,1,2,      050102801
2023,501,139,1,15,5,2,1,2,      050113901
2023,501,140,1,10,0,2,1,2,      050114001
2023,503,67,1,0,7,2,1,2,      050306701
2023,503,68,1,0,7,2,1,2,      050306801
2023,503,70,1,8,0,2,1,2,      050307001
2023,503,72,1,8,0,2,1,2,      050307201
2023,503,73,1,15,0,2,1,2,      050307301
2023,503,80,1,3,0,2,1,1,      050308001
2023,503,81,1,18,0,2,1,1,      050308101
2023,503,83,1,15,1,2,1,1,      050308301
2023,503,117,1,10,0,2,1,2,      050311701
2023,503,118,1,10,0,2,1,1,      050311801
2023,503,120,1,19,0,2,1,1,      050312001
2023,503,121,1,19,0,2,1,1,      050312101
2023,509,1,1,2,0,2,1,2,      050900101
2023,509,6,1,1,0,2,1,2,      050900601
2023,509,19,1,19,11,2,1,2,      050901901
2023,509,87,1,19,11,2,1,2,      050908701
2023,518,33,1,2,0,2,1,2,      051803301
2023,518,66,1,15,3,2,1,2,      051806601
2023,518,72,1,4,3,2,1,2,      051807201
2023,524,26,1,0,6,2,1,5,      052402601
2023,530,82,1,1,6,2,1,2,      053008201
2023,573,15,1,0,3,2,1,2,      057301501
2023,573,17,1,1,0,2,1,2,      057301701
2023,582,39,1,5,4,2,1,1,      058203901
2023,612,117,1,4,0,1,1,1,      061211701
2023,612,117,1,4,0,1,2,3,      061211701
2023,612,117,1,4,0,1,3,4,      061211701
2023,612,117,1,4,0,1,4,5,      061211701
2023,612,117,1,4,0,1,5,6,      061211701
2023,612,117,1,0,1,2,6,7,      061211701
2023,625,98,1,19,4,1,1,1,      062509801
2023,625,98,1,5,4,1,2,2,      062509801
2023,625,98,1,11,4,1,3,3,      062509801
2023,625,98,1,9,4,1,4,4,      062509801
2023,625,98,1,1,4,2,5,5,      062509801
2023,650,32,1,1,0,2,1,1,      065003201
2023,657,62,1,3,3,2,1,1,      065706201
2023,753,117,1,0,2,2,1,2,      075311701
2023,810,13,1,7,3,2,1,1,      081001301
2023,812,207,1,0,6,1,1,5,      081220701
2023,812,207,1,0,6,2,2,6,      081220701
2023,814,88,1,0,1,2,1,2,      081408801
2023,814,90,1,1,0,2,1,1,      081409001
2023,814,91,1,10,0,2,1,2,      081409101
2023,861,118,1,2,1,2,1,2,      086111801
2023,869,61,1,10,5,2,1,2,      086906101
2023,878,70,1,0,4,2,1,1,      087807001
2023,942,62,1,0,5,2,1,1,      094206201
2023,954,105,1,19,5,2,1,2,      095410501
2023,960,87,1,10,3,2,1,1,      096008701
2023,976,39,1,2,3,2,1,2,      097603901
2023,977,90,1,1,1,1,1,1,      097709001
2023,977,90,1,1,1,1,2,2,      097709001
2023,977,90,1,1,1,1,3,3,      097709001
2023,977,90,1,1,1,2,4,4,      097709001
2023,978,37,1,0,2,1,1,2,      097803701
2023,978,37,1,0,2,2,2,3,      097803701
2023,1027,68,1,3,0,2,1,1,      102706801
2023,1209,98,1,0,3,2,1,1,      120909801
2023,1231,55,1,0,3,2,1,2,      123105501
2023,1273,37,1,0,11,2,1,1,      127303701
2023,1303,71,1,0,2,2,1,2,      130307101
2023,1308,89,1,0,4,2,1,2,      130808901
2023,1308,104,1,5,0,2,1,2,      130810401
2023,1309,107,1,0,1,2,1,2,      130910701
2023,1316,44,1,0,2,2,1,2,      131604401
2023,1323,109,1,1,2,2,1,2,      132310901
2023,1325,37,1,10,0,2,1,2,      132503701
2023,1325,38,1,12,0,2,1,2,      132503801
2023,1325,44,1,4,0,2,1,2,      132504401
2023,1325,47,1,10,0,2,1,2,      132504701
2023,1325,53,1,9,0,2,1,1,      132505301
2023,1325,72,1,8,0,2,1,2,      132507201
2023,1374,48,1,1,5,2,1,2,      137404801
2023,1403,33,1,3,5,2,1,5,      140303301
2023,1442,14,1,3,2,2,1,2,      144201401
2023,1497,127,1,6,0,2,1,2,      149712701
2023,1541,150,1,4,0,2,1,2,      154115001
2023,1557,46,1,5,5,2,1,2,      155704601
2023,1564,120,1,1,0,2,1,2,      156412001
2023,1564,122,1,7,1,2,1,2,      156412201
2023,1564,123,1,4,0,2,1,2,      156412301
2023,1566,140,1,2,0,2,1,2,      156614001
2023,1566,167,1,0,6,2,1,2,      156616701
2023,1566,172,1,19,1,2,1,2,      156617201
2023,1634,28,1,1,6,2,1,1,      163402801
2023,1634,108,1,0,8,2,1,2,      163410801
2023,1639,98,1,2,9,2,1,2,      163909801
2023,1639,103,1,5,7,2,1,2,      163910301
2023,1647,61,1,1,10,2,1,1,      164706101
2023,1728,39,1,1,6,2,1,2,      172803901
2023,1728,40,1,10,0,2,1,2,      172804001
2023,1728,54,1,3,0,2,1,1,      172805401
2023,1728,77,1,0,5,1,1,1,      172807701
2023,1728,77,1,0,5,1,2,2,      172807701
2023,1728,77,1,0,5,2,3,3,      172807701
2023,1756,13,1,0,7,2,1,2,      175601301
2023,1761,10,1,2,0,2,1,1,      176101001
2023,1761,19,1,0,5,2,1,2,      176101901
2023,1761,37,1,1,0,2,1,2,      176103701
2023,1763,84,1,0,3,2,1,2,      176308401
2023,1772,6,1,1,0,2,1,2,      177200601
2023,1772,9,1,19,11,2,1,2,      177200901
2023,1772,10,1,4,10,2,1,1,      177201001
2023,1772,11,1,19,0,2,1,2,      177201101
2023,1779,16,1,1,3,2,1,2,      177901601
2023,1784,49,1,15,0,2,1,2,      178404901
2023,1785,12,1,1,8,2,1,2,      178501201
2023,1809,6,1,2,7,2,1,1,      180900601
2023,1809,81,1,1,5,2,1,2,      180908101
2023,1809,92,1,2,0,2,1,1,      180909201
2023,1860,14,1,3,10,2,1,2,      186001401
2023,1880,57,1,1,6,2,1,6,      188005701
2023,1894,44,1,4,6,2,1,3,      189404401
2023,1894,54,1,2,6,2,1,1,      189405401
2023,1894,66,1,0,1,2,1,1,      189406601
2023,1899,55,1,10,7,2,1,1,      189905501
2023,1899,82,1,3,7,2,1,2,      189908201
2023,1899,84,1,10,7,2,1,1,      189908401
2023,1902,21,1,0,6,2,1,1,      190202101
2023,1902,35,1,0,1,2,1,2,      190203501
2023,1902,38,1,1,6,2,1,2,      190203801
2023,1902,80,1,2,10,2,1,3,      190208001
2023,1902,81,1,0,2,2,1,2,      190208101
2023,1904,29,1,1,10,2,1,2,      190402901
2023,1904,30,1,1,4,2,1,2,      190403001
2023,1904,32,1,1,10,2,1,2,      190403201
2023,1904,33,1,98,98,2,1,1,      190403301
2023,1905,4,1,5,8,2,1,1,      190500401
2023,1908,38,1,3,0,2,1,2,      190803801
2023,1908,70,1,4,10,2,1,2,      190807001
2023,1917,44,1,19,5,2,1,1,      191704401
2023,1930,36,1,4,0,2,1,2,      193003601
2023,1943,75,1,5,2,2,1,2,      194307501
2023,1950,78,1,12,0,2,1,2,      195007801
2023,1962,109,1,6,0,2,1,2,      196210901
2023,1964,48,1,2,0,1,1,1,      196404801
2023,1964,48,1,2,0,2,2,2,      196404801
2023,1965,1,1,1,5,2,1,2,      196500101
2023,1965,3,1,6,7,2,1,2,      196500301
2023,1965,26,1,2,0,2,1,2,      196502601
2023,1965,157,1,15,4,2,1,1,      196515701
2023,1968,21,1,10,0,2,1,2,      196802101
2023,1968,23,1,9,9,2,1,2,      196802301
2023,1968,25,1,0,2,2,1,2,      196802501
